Grade Distribution by Institution, Course Group, Academic Organization, and Course for 4195
"Institution Code","Inst Description","Term Code","Term Description","Academic Group Code","Academic Group Description","Academic Organization Code","Academic Organization Description","Department Code","Course Subject","Catalog Number","GPA Grades","Total Grades","Percent Majors","Avg Class Grade","Avg Student GPA","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","P","S","I","R","NY","NR","NC","W","WX","Other","Data Freeze Date",
"IUBLA","Bloomington","4195","Summer 2019","NURS","School of Nursing","BL-NURS","Nursing","NURS","NURS-S","483","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","NURS","School of Nursing","BL-NURS","Nursing","NURS","NURS-S","487","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","NURS","School of Nursing","BL-NURS","Nursing","NURS","NURS-Z","490","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","OPT","School of Optometry","BL-OPT","Optometry","OPT","OPT-V","510","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","OPT","School of Optometry","BL-OPT","Optometry","OPT","OPT-V","606","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","OPT","School of Optometry","BL-OPT","Optometry","OPT","OPT-V","680","82","82","100","3.305","3.368","0","0","16","49","14","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","OPT","School of Optometry","BL-OPT","Optometry","OPT","OPT-V","752","82","82","100","3.455","3.368","2","12","27","20","17","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","OPT","School of Optometry","BL-OPT","Optometry","OPT","OPT-V","781","82","82","100","3.52","3.368","5","14","26","21","13","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","OPT","School of Optometry","BL-OPT","Optometry","OPT","OPT-V","782","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","OPT","School of Optometry","BL-OPT","Optometry","OPT","OPT-V","885","14","14","100","3.714","3.319","0","10","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","OPT","School of Optometry","BL-OPT","Optometry","OPT","OPT-V","887","10","11","100","3.58","3.263","0","1","6","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","OPT","School of Optometry","BL-OPT","Optometry","OPT","OPT-V","888","43","43","100","3.863","3.454","7","24","7","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","OPT","School of Optometry","BL-OPT","Optometry","VSCI","VSCI-V","595","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","OPT","School of Optometry","BL-OPT","Optometry","VSCI","VSCI-V","695","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","OPT","School of Optometry","BL-OPT","Optometry","VSCI","VSCI-V","768","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","OPT","School of Optometry","BL-OPT","Optometry","VSCI","VSCI-V","792","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","OPT","School of Optometry","BL-OPT","Optometry","VSCI","VSCI-V","793","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","OPT","School of Optometry","BL-OPT","Optometry","VSCI","VSCI-V","795","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","OPT","School of Optometry","BL-OPT","Optometry","VSCI","VSCI-V","899","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-AADM","Arts Administration","AADM","AADM-Y","550","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-AADM","Arts Administration","AADM","AADM-Y","750","7","10","80","4","3.684","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPCN","Pub & Env Affairs-SPEA Connect","SPCN","SPCN-F","560","17","18","58.8","3.882","3.664","7","8","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPCN","Pub & Env Affairs-SPEA Connect","SPCN","SPCN-I","516","8","8","87.5","3.925","3.594","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPCN","Pub & Env Affairs-SPEA Connect","SPCN","SPCN-M","561","11","13","83.3","3.427","3.344","0","3","2","2","3","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPCN","Pub & Env Affairs-SPEA Connect","SPCN","SPCN-M","602","10","11","100","3.9","3.743","0","8","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPCN","Pub & Env Affairs-SPEA Connect","SPCN","SPCN-N","522","9","10","88.9","4","3.905","3","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPCN","Pub & Env Affairs-SPEA Connect","SPCN","SPCN-V","506","11","12","66.7","3.145","3.495","3","2","0","2","1","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPCN","Pub & Env Affairs-SPEA Connect","SPCN","SPCN-V","512","19","21","94.7","3.953","3.719","2","14","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPCN","Pub & Env Affairs-SPEA Connect","SPCN","SPCN-V","517","14","14","85.7","3.407","3.536","0","5","2","1","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPCN","Pub & Env Affairs-SPEA Connect","SPCN","SPCN-V","540","28","31","86.2","3.614","3.623","0","20","5","0","0","1","0","0","0","0","0","0","2","0","0","1","0","0","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPCN","Pub & Env Affairs-SPEA Connect","SPCN","SPCN-V","600","20","20","100","4","3.677","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-A","482","6","6","66.7","4","3.379","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-E","324","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-E","375","6","6","66.7","3.733","3.314","0","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-E","400","6","6","50","3.517","3.025","1","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-E","418","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-E","476","8","10","80","3.5","3.101","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-E","482","34","34","85.3","3.885","3.57","9","19","4","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-E","518","9","10","88.9","3.967","3.687","3","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-E","527","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-E","555","6","6","100","3.833","3.614","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-E","589","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-E","625","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-G","901","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-H","455","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-H","466","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-K","300","96","112","50.9","3.071","3.101","0","20","6","16","21","9","16","7","1","0","0","0","0","0","0","3","0","7","0","6","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-L","563","8","8","25","3.888","3.585","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-OS","100","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","184","27","32","79.3","3.356","3.039","0","1","12","6","5","2","0","1","0","0","0","0","0","0","0","1","0","1","0","3","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","186","22","25","82.6","3.014","2.915","2","4","2","3","5","2","0","1","0","2","0","0","1","0","0","0","0","1","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","236","6","7","83.3","3.183","2.945","0","2","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","246","12","12","75","3.425","2.81","1","3","3","1","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","252","21","21","81","3.986","2.941","12","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","336","12","14","83.3","3.7","2.892","1","6","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","348","7","10","100","2.8","2.774","0","0","2","1","0","0","3","1","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","361","17","32","92.3","1.312","2.614","0","0","0","1","0","0","2","2","2","1","5","1","3","0","0","0","0","9","0","6","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","369","93","108","63.3","3.619","2.944","4","50","20","4","5","4","2","1","0","0","1","0","2","0","0","0","0","5","0","10","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","370","14","25","100","2.293","2.836","0","0","1","1","1","4","0","2","2","3","0","0","0","0","0","0","0","2","0","9","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","373","13","16","38.5","3.446","2.899","0","5","3","0","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","379","24","25","95.8","2.529","2.861","0","2","1","4","1","6","3","3","1","1","0","1","1","0","0","0","0","0","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","380","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","381","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","412","40","41","95","3.053","3.069","4","5","5","5","2","8","7","2","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","436","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","450","28","35","69","2.914","3.161","0","4","8","1","7","2","2","0","1","0","0","0","3","0","0","0","0","1","0","6","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","479","26","26","92.3","2.912","2.91","1","3","5","1","6","0","2","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","482","140","143","77.9","3.84","3.501","30","64","29","13","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","550","44","50","31.9","3.957","3.633","22","17","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","582","7","7","71.4","4","3.741","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","585","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","590","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPEA","O'Neill Public & Environ Aff","BL-SPEA","Public And Envir Affairs","SPEA","SPEA-V","890","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPH","School of Public Health","BL-SPH","Public Health","SPH","SPH-A","501","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPH","School of Public Health","BL-SPH","Public Health","SPH","SPH-A","588","11","11","100","3.745","3.846","1","4","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPH","School of Public Health","BL-SPH","Public Health","SPH","SPH-B","315","64","68","33.8","3.764","3.177","9","36","7","2","6","3","1","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPH","School of Public Health","BL-SPH","Public Health","SPH","SPH-B","350","10","11","50","3.83","2.973","0","7","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPH","School of Public Health","BL-SPH","Public Health","SPH","SPH-B","366","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPH","School of Public Health","BL-SPH","Public Health","SPH","SPH-B","492","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPH","School of Public Health","BL-SPH","Public Health","SPH","SPH-B","496","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPH","School of Public Health","BL-SPH","Public Health","SPH","SPH-B","615","8","8","87.5","4","3.905","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPH","School of Public Health","BL-SPH","Public Health","SPH","SPH-B","675","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPH","School of Public Health","BL-SPH","Public Health","SPH","SPH-C","497","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPH","School of Public Health","BL-SPH","Public Health","SPH","SPH-E","496","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPH","School of Public Health","BL-SPH","Public Health","SPH","SPH-E","792","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPH","School of Public Health","BL-SPH","Public Health","SPH","SPH-E","799","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","SPH","School of Public Health","BL-SPH","Public Health","SPH","SPH-F","150","6","6","33.3","3.783","3.287","1","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
